Elza Fancy Food,$,"Bath Beach, Bensonhurst","8611 19th AveBrooklyn, NY 11214",4.5 star rating,19 reviews,/biz/elza-fancy-food-brooklyn
Fishermans Cove,$,Flatbush,"2137 Nostrand AveBrooklyn, NY 11210",4.0 star rating,51 reviews,/biz/fishermans-cove-brooklyn-4
Gandhi Fine Indian Cuisine,$$,"Prospect Lefferts Gardens, Flatbush","2032 Bedford AveBrooklyn, NY 11226",4.5 star rating,268 reviews,/biz/gandhi-fine-indian-cuisine-brooklyn
El Born,$$,Greenpoint,"651 Manhattan AveBrooklyn, NY 11222",4.5 star rating,104 reviews,/biz/el-born-brooklyn
Pho Vietnam,$,"Midwood, Sheepshead Bay","1243 Ave UBrooklyn, NY 11229",4.0 star rating,190 reviews,/biz/pho-vietnam-brooklyn
Martha,$$,Fort Greene,"184 DeKalb AveBrooklyn, NY 11205",3.5 star rating,149 reviews,/biz/martha-brooklyn-5
Endless Summer,$$,Bedford Stuyvesant,"525 DeKalb AveBrooklyn, NY 11205",4.0 star rating,90 reviews,/biz/endless-summer-brooklyn-2
Bake & Things,$,East Flatbush,"184 E 35th StBrooklyn, NY 11203",4.0 star rating,59 reviews,/biz/bake-and-things-brooklyn
Blank Cafe,$,South Williamsburg,"25 BroadwayBrooklyn, NY 11249",4.5 star rating,42 reviews,/biz/blank-cafe-brooklyn-3
Clover Club,$$,"Cobble Hill, Gowanus","210 Smith StBrooklyn, NY 11201",4.0 star rating,552 reviews,/biz/clover-club-brooklyn
Mimi’s Hummus,$$,Flatbush,"1209 Cortelyou RdBrooklyn, NY 11218",4.0 star rating,263 reviews,/biz/mimis-hummus-brooklyn
Dellarocco’s Brick Oven Pizza,$$,Brooklyn Heights,"214 Hicks StBrooklyn, NY 11201",4.0 star rating,158 reviews,/biz/dellaroccos-brick-oven-pizza-brooklyn
El Almacen,$$,Williamsburg - North Side,"557 Driggs AveBrooklyn, NY 11211",4.0 star rating,438 reviews,/biz/el-almacen-brooklyn
Santos Anne,$$,Williamsburg - North Side,"366 Union AveBrooklyn, NY 11211",4.0 star rating,202 reviews,/biz/santos-anne-brooklyn-2
Ocean Style,$$,Sheepshead Bay,"2971 Ocean AveBrooklyn, NY 11235",4.5 star rating,33 reviews,/biz/ocean-style-brooklyn
Tropical House Baking,$,Crown Heights,"267 Schenectady AveBrooklyn, NY 11213",4.5 star rating,27 reviews,/biz/tropical-house-baking-brooklyn
Brado,$$,Cobble Hill,"155 Atlantic AveBrooklyn, NY 11201",4.0 star rating,36 reviews,/biz/brado-brooklyn
The Meatball Shop,$$,Williamsburg - North Side,"170 Bedford AveBrooklyn, NY 11249",4.0 star rating,914 reviews,/biz/the-meatball-shop-brooklyn
Chadwicks Restaurant,$$$,"Fort Hamilton, Bay Ridge","8822 3rd AveBrooklyn, NY 11209",4.5 star rating,131 reviews,/biz/chadwicks-restaurant-brooklyn
Brooklyn Comfort,$$,"Kensington, Flatbush","221 Church AveBrooklyn, NY 11218",4.0 star rating,76 reviews,/biz/brooklyn-comfort-brooklyn
Bergen Hill - Temp. CLOSED,$$$,Carroll Gardens,"387 Court StBrooklyn, NY 11231",4.5 star rating,154 reviews,/biz/bergen-hill-brooklyn
Don Pepe Tortas & Jugos,$,Sunset Park,"3908 5th AveBrooklyn, NY 11232",4.0 star rating,41 reviews,/biz/don-pepe-tortas-and-jugos-brooklyn
Bolivian Llama Party - Temp. CLOSED,$$,Gowanus,"514 Union StBrooklyn, NY 11215",4.5 star rating,58 reviews,/biz/bolivian-llama-party-brooklyn-2
Fay Wong Cafe Bakery Inc,$,Bensonhurst,"6205 18th AveBrooklyn, NY 11204",4.0 star rating,45 reviews,/biz/fay-wong-cafe-bakery-inc-brooklyn
Sri Thai Cafe,$,East Williamsburg,"795 Grand StBrooklyn, NY 11211",4.0 star rating,122 reviews,/biz/sri-thai-cafe-brooklyn
Opera Cafe & Lounge NYC,$$,Sheepshead Bay,"2255 Emmons AveBrooklyn, NY 11235",4.0 star rating,261 reviews,/biz/opera-cafe-and-lounge-nyc-brooklyn
Taqueria El Puente,$,"Fort Hamilton, Bay Ridge","9300 5th AveBrooklyn, NY 11209",4.5 star rating,68 reviews,/biz/taqueria-el-puente-brooklyn
Asya Indian Restaurant,$$,Flatbush,"1310 Cortelyou RdBrooklyn, NY 11226",4.0 star rating,62 reviews,/biz/asya-indian-restaurant-brooklyn-4
Shake Shack,$$,"Downtown Brooklyn, Brooklyn Heights","409 Fulton StBrooklyn, NY 11201",4.0 star rating,648 reviews,/biz/shake-shack-brooklyn
Jimmy’s Diner,$$,Williamsburg - North Side,"577 Union AveBrooklyn, NY 11211",4.0 star rating,524 reviews,/biz/jimmys-diner-brooklyn
CUPER,$$,DUMBO,"20 Pearl StBrooklyn, NY 11201",4.5 star rating,13 reviews,/biz/cuper-brooklyn-5
Suzume,$$,Williamsburg - North Side,"545 Lorimer StBrooklyn, NY 11211",4.0 star rating,163 reviews,/biz/suzume-brooklyn
The Family Store,$$,Bay Ridge,"6905 3rd AveBrooklyn, NY 11209",5.0 star rating,84 reviews,/biz/the-family-store-brooklyn-3
Black Forest Brooklyn,$$,Fort Greene,"733 Fulton StBrooklyn, NY 11217",3.5 star rating,202 reviews,/biz/black-forest-brooklyn-brooklyn
Tacos Los Poblanos,$,Sunset Park,"5320 5th AveBrooklyn, NY 11220",4.5 star rating,20 reviews,/biz/tacos-los-poblanos-brooklyn
Dar 525,$$,Williamsburg - North Side,"525 Grand StBrooklyn, NY 11211",4.5 star rating,249 reviews,/biz/dar-525-brooklyn
Brooklyn Tap House,$$,"Bedford Stuyvesant, Clinton Hill","590 Myrtle AveBrooklyn, NY 11205",4.0 star rating,195 reviews,/biz/brooklyn-tap-house-brooklyn
Blue Agave,$$,Bay Ridge,"7215-B 3rd AveBrooklyn, NY 11209",4.0 star rating,98 reviews,/biz/blue-agave-brooklyn-2
Jus Fishy,$$,Prospect Lefferts Gardens,"555 Flatbush AveBrooklyn, NY 11225",4.0 star rating,70 reviews,/biz/jus-fishy-brooklyn-2
TONÉ-CAFÉ Georgian Bread,$$,Brighton Beach,"265 Neptune AveBrooklyn, NY 11235",4.0 star rating,133 reviews,/biz/ton%C3%A9-caf%C3%A9-georgian-bread-brooklyn
Northern Bell,$$,Williamsburg - North Side,"612 Metropolitan AveBrooklyn, NY 11211",4.0 star rating,114 reviews,/biz/northern-bell-brooklyn
Pilar Cuban Eatery,$$,Bedford Stuyvesant,"397 Greene AveBrooklyn, NY 11216",4.0 star rating,80 reviews,/biz/pilar-cuban-eatery-brooklyn-3
Kathy’s Dumplings,$,Bay Ridge,"7924 3rd AveBrooklyn, NY 11209",4.0 star rating,127 reviews,/biz/kathys-dumplings-brooklyn
Santa Salsa,$,Williamsburg - North Side,"594 Union AveBrooklyn, NY 11211",4.5 star rating,35 reviews,/biz/santa-salsa-brooklyn
Avlee Greek Kitchen,$$,Gowanus,"349 Smith StBrooklyn, NY 11231",4.0 star rating,149 reviews,/biz/avlee-greek-kitchen-brooklyn-3
Borough Restaurant and Bar,$$,"Bedford Stuyvesant, Clinton Hill","338 Franklin AveBrooklyn, NY 11238",4.0 star rating,119 reviews,/biz/borough-restaurant-and-bar-brooklyn
Peppino’s,$$,"Park Slope, South Slope","469 5th AveBrooklyn, NY 11215",4.5 star rating,269 reviews,/biz/peppinos-brooklyn-2
Borough Restaurant and Bar,$$,"Bedford Stuyvesant, Clinton Hill","338 Franklin AveBrooklyn, NY 11238",4.0 star rating,119 reviews,/biz/borough-restaurant-and-bar-brooklyn
Peppino’s,$$,"Park Slope, South Slope","469 5th AveBrooklyn, NY 11215",4.5 star rating,269 reviews,/biz/peppinos-brooklyn-2
David’s Restaurant,$$,"Gravesend, Midwood","539 Kings HwyBrooklyn, NY 11223",4.5 star rating,31 reviews,/biz/davids-restaurant-brooklyn
The Regal,$$$,Williamsburg - North Side,"163 Hope StBrooklyn, NY 11211",4.5 star rating,39 reviews,/biz/the-regal-brooklyn
Thanh Da,$,"Dyker Heights, Sunset Park, Borough Park","6008 7th AveBrooklyn, NY 11220",4.0 star rating,209 reviews,/biz/thanh-da-brooklyn
Sidecar,$$,"Park Slope, South Slope","560 5th AveBrooklyn, NY 11215",3.5 star rating,372 reviews,/biz/sidecar-brooklyn-3
Great Taste Dumpling,$,Borough Park,"4317 8th AveBrooklyn, NY 11232",4.0 star rating,116 reviews,/biz/great-taste-dumpling-brooklyn
Memo Shishkebob,$$,Midwood,"1821 Kings HwyBrooklyn, NY 11229",4.0 star rating,128 reviews,/biz/memo-shishkebob-brooklyn
GMC Temaxcal Deli & Grocery,$,Phone number,"163 Park AvenueBrooklyn, NY 11205",5.0 star rating,12 reviews,/biz/gmc-temaxcal-deli-and-grocery-brooklyn
Faro,$$,Bushwick,"436 Jefferson StBrooklyn, NY 11237",4.0 star rating,83 reviews,/biz/faro-brooklyn
Walter Foods,$$$,"Williamsburg - South Side, Williamsburg - North Side","253 Grand StBrooklyn, NY 11211",4.0 star rating,414 reviews,/biz/walter-foods-brooklyn?search_key=47092
Mables Smokehouse & Banquet Hall,$$,Williamsburg - North Side,"44 Berry StBrooklyn, NY 11211",4.0 star rating,519 reviews,/biz/mables-smokehouse-and-banquet-hall-brooklyn?search_key=47092
Gallito’s Kitchen,$$,Brooklyn Heights,"140 Montague StBrooklyn, NY 11201",4.0 star rating,172 reviews,/biz/gallitos-kitchen-brooklyn?search_key=47092
Trophy Bar,$,"Williamsburg - South Side, South Williamsburg","351 BroadwayBrooklyn, NY 11211",4.0 star rating,114 reviews,/biz/trophy-bar-brooklyn?search_key=47092
Tygershark,$$,Prospect Heights,"581 Vanderbilt AveBrooklyn, NY 11238",4.5 star rating,17 reviews,/biz/tygershark-brooklyn?search_key=47092
Bonnie’s Grill,$$,Park Slope,"278 5th AveBrooklyn, NY 11215",4.0 star rating,569 reviews,/biz/bonnies-grill-brooklyn?search_key=47092
New Mexico Place,$,"Flatbush, Ditmas Park","189 Graham AveBrooklyn, NY 11226",4.0 star rating,134 reviews,/biz/new-mexico-place-brooklyn?search_key=47092
Hummus Market,$$,Williamsburg - North Side,"361 Graham AveBrooklyn, NY 11211",5.0 star rating,59 reviews,/biz/hummus-market-brooklyn?search_key=47092
Blanca,$$$$,"East Williamsburg, Bushwick","261 Moore StBrooklyn, NY 11206",4.5 star rating,98 reviews,/biz/blanca-brooklyn?search_key=47092
Bluebird Food & Spirits,$$,Prospect Lefferts Gardens,"504 Flatbush AveBrooklyn, NY 11225",4.0 star rating,89 reviews,/biz/bluebird-food-and-spirits-brooklyn?search_key=47092
Mesa Coyoacan,$$,East Williamsburg,"372 Graham AveBrooklyn, NY 11211",4.0 star rating,551 reviews,/biz/mesa-coyoacan-brooklyn
Joe’s of Avenue U,$$,Gravesend,"287 Avenue UBrooklyn, NY 11223",4.0 star rating,122 reviews,/biz/joes-of-avenue-u-brooklyn
Ho’Brah a taco joint,$$,"Fort Hamilton, Bay Ridge","8618 3rd AveBrooklyn, NY 11209",4.0 star rating,473 reviews,/biz/hobrah-a-taco-joint-brooklyn
Wilma Jean,$$,Gowanus,"345 Smith St.Brooklyn, NY 11231",4.0 star rating,101 reviews,/biz/wilma-jean-brooklyn
The Atlantic ChipShop,$$,Brooklyn Heights,"129 Atlantic AveBrooklyn, NY 11201",4.0 star rating,428 reviews,/biz/the-atlantic-chipshop-brooklyn
Wasan Brooklyn,$$$,Park Slope,"440 Bergen StBrooklyn, NY 11217",4.5 star rating,31 reviews,/biz/wasan-brooklyn-brooklyn
Falansai,$$,"East Williamsburg, Bushwick","112 Harrison PlBrooklyn, NY 11237",4.0 star rating,131 reviews,/biz/falansai-brooklyn-2
Northeast Kingdom,$$,Bushwick,"18 Wyckoff AveBrooklyn, NY 11237",3.5 star rating,460 reviews,/biz/northeast-kingdom-brooklyn
Sal Restaurant,$,Crown Heights,"810 Franklin AveBrooklyn, NY 11225",4.5 star rating,18 reviews,/biz/sal-restaurant-brooklyn
Tutu’s,$$,"East Williamsburg, Bushwick","25 Bogart StBrooklyn, NY 11206",3.5 star rating,227 reviews,/biz/tutus-brooklyn
Amanda’s Kitchen,$,Bushwick,"264 Suydam StBrooklyn, NY 11237",5.0 star rating,14 reviews,/biz/amandas-kitchen-brooklyn
Backyard,$$,Park Slope,"388 5th AveBrooklyn, NY 11215",4.0 star rating,140 reviews,/biz/backyard-brooklyn
Purple Yam,$$,Flatbush,"1314 Cortelyou RdBrooklyn, NY 11226",3.5 star rating,273 reviews,/biz/purple-yam-brooklyn
Milk And Roses,$$,Greenpoint,"1110 Manhattan AveBrooklyn, NY 11222",4.0 star rating,198 reviews,/biz/milk-and-roses-brooklyn
Spartan Souvlaki,$$,Dyker Heights,"6820 8th AveBrooklyn, NY 11220",4.0 star rating,118 reviews,/biz/spartan-souvlaki-brooklyn
Belli Osteria,$$,Clinton Hill,"860 Fulton StBrooklyn, NY 11238",4.0 star rating,118 reviews,/biz/belli-osteria-brooklyn
Colonia Verde,$$$,Fort Greene,"219 Dekalb AveBrooklyn, NY 11205",4.0 star rating,76 reviews,/biz/colonia-verde-brooklyn
Moo Burger,$$,Cobble Hill,"240 Court StBrooklyn, NY 11201",4.0 star rating,322 reviews,/biz/moo-burger-brooklyn
Broccolino,$$,"Park Slope, Prospect Heights, Boerum Hill","446 Dean StBrooklyn, NY 11217",4.0 star rating,149 reviews,/biz/broccolino-brooklyn
Extra Fancy,$$,Williamsburg - North Side,"302 Metropolitan AveBrooklyn, NY 11211",4.0 star rating,224 reviews,/biz/extra-fancy-brooklyn-2
Extra Fancy,$$,Williamsburg - North Side,"302 Metropolitan AveBrooklyn, NY 11211",4.0 star rating,224 reviews,/biz/extra-fancy-brooklyn-2
Sottocasa Pizzeria - Williamsburg,$$,Williamsburg - North Side,"232 N12th StBrooklyn, NY 11211",4.5 star rating,31 reviews,/biz/sottocasa-pizzeria-williamsburg-brooklyn
Golden Fried Dumpling,$,Downtown Brooklyn,"192 Duffield StBrooklyn, NY 11201",3.5 star rating,261 reviews,/biz/golden-fried-dumpling-brooklyn
Libertador,$$,Cobble Hill,"400 Henry  StBrooklyn, NY 11201",4.0 star rating,104 reviews,/biz/libertador-brooklyn
Alameda,$$,Greenpoint,"195 Franklin StBrooklyn, NY 11222",4.0 star rating,76 reviews,/biz/alameda-brooklyn
White Tiger,$$,Prospect Heights,"601 Vanderbilt AveBrooklyn, NY 11238",4.0 star rating,60 reviews,/biz/white-tiger-brooklyn
Caffe e Vino,$$,Fort Greene,"112 Dekalb AveBrooklyn, NY 11201",4.0 star rating,243 reviews,/biz/caffe-e-vino-brooklyn
Skovorodka,$$,Brighton Beach,"615 Brighton Beach AveBrooklyn, NY 11235",4.0 star rating,110 reviews,/biz/skovorodka-brooklyn
Fornino,$$,Phone number,"Pier 6 Brooklyn Bridge ParkBrooklyn, NY 11201",4.0 star rating,95 reviews,/biz/fornino-brooklyn-5
Lioni Italian Heroes,$$,Bensonhurst,"7803 15th AveBrooklyn, NY 11228",4.5 star rating,205 reviews,/biz/lioni-italian-heroes-brooklyn-2
American Cheez,$,"Park Slope, South Slope","444 7th AveBrooklyn, NY 11215",4.5 star rating,43 reviews,/biz/american-cheez-brooklyn
Clark’s Restaurant,$$,Brooklyn Heights,"80 Clark StBrooklyn, NY 11201",4.0 star rating,222 reviews,/biz/clarks-restaurant-brooklyn
Lea,$$,Flatbush,"1022 Cortelyou RdBrooklyn, NY 11218",3.5 star rating,178 reviews,/biz/lea-brooklyn
Couleur Café,$$,"Park Slope, South Slope","435 7th AveBrooklyn, NY 11215",4.0 star rating,121 reviews,/biz/couleur-caf%C3%A9-brooklyn-2
Blanca,$$$$,"East Williamsburg, Bushwick","261 Moore StBrooklyn, NY 11206",4.5 star rating,98 reviews,/biz/blanca-brooklyn
La Loba Cantina,$$,"Kensington, Flatbush","709 Church Ave.Brooklyn, NY 11218",4.5 star rating,20 reviews,/biz/la-loba-cantina-brooklyn-2
Simon’s BBQ,$,Borough Park,"4823 8th Ave 1RBrooklyn, NY 11220",4.5 star rating,16 reviews,/biz/simons-bbq-brooklyn-2
Savoy Cafe & Grill,$,Bushwick,"591 Knickerbocker AveBrooklyn, NY 11221",4.0 star rating,52 reviews,/biz/savoy-cafe-and-grill-brooklyn
Gus’ American Grill,$,Bensonhurst,"7206 New Utrecht AveBrooklyn, NY 11228",4.5 star rating,24 reviews,/biz/gus-american-grill-brooklyn
Onomea,$$,Williamsburg - North Side,"84 Havemeyer StBrooklyn, NY 11211",4.0 star rating,155 reviews,/biz/onomea-brooklyn
The Federal Bar,$$,Williamsburg - North Side,"367 Metropolitan AveBrooklyn, NY 11211",4.5 star rating,33 reviews,/biz/the-federal-bar-brooklyn
Pegasus,$$,Bay Ridge,"8610 3rd AveBrooklyn, NY 11209",4.0 star rating,191 reviews,/biz/pegasus-brooklyn
Munchinette,$,Sheepshead Bay,"1738 Sheepshead Bay RdBrooklyn, NY 11235",4.5 star rating,33 reviews,/biz/munchinette-brooklyn
Cafe Kashkar,$$,Brighton Beach,"1141 Brighton Beach AveBrooklyn, NY 11235",4.0 star rating,130 reviews,/biz/cafe-kashkar-brooklyn
Yemen Cafe & Restaurant- Downtown Brooklyn,$$,"Brooklyn Heights, Cobble Hill","176 Atlantic AveBrooklyn, NY 11201",4.5 star rating,225 reviews,/biz/yemen-cafe-and-restaurant-downtown-brooklyn-brooklyn
Doowop Griddle,$,"Marine Park, Flatbush","3105 Ave HBrooklyn, NY 11210",4.0 star rating,40 reviews,/biz/doowop-griddle-brooklyn
Hand Pull Noodle and Dumpling House,$,Bensonhurst,"7201 18th AveBrooklyn, NY 11204",4.0 star rating,154 reviews,/biz/hand-pull-noodle-and-dumpling-house-brooklyn
La Villa Pizzeria & Restaurant,$$,Mill Island,"6610 Ave UBrooklyn, NY 11234",4.0 star rating,159 reviews,/biz/la-villa-pizzeria-and-restaurant-brooklyn
Skytown,$$,"Bedford Stuyvesant, Bushwick","921 BroadwayBrooklyn, NY 11206",4.0 star rating,162 reviews,/biz/skytown-brooklyn
Momo Sushi Shack,$$,"East Williamsburg, Bushwick","43 Bogart StBrooklyn, NY 11206",4.0 star rating,529 reviews,/biz/momo-sushi-shack-brooklyn
Littleneck,$$,Gowanus,"288 3rd AveBrooklyn, NY 11215",3.5 star rating,213 reviews,/biz/littleneck-brooklyn
Spritzenhaus,$$,Greenpoint,"33 Nassau AveBrooklyn, NY 11222",4.0 star rating,357 reviews,/biz/spritzenhaus-brooklyn
Taqueria Sofia,$,Bushwick,"187 Suydam StBrooklyn, NY 11221",4.0 star rating,56 reviews,/biz/taqueria-sofia-brooklyn
Smashburger,$$,Fort Greene,"74 Dekalb AveBrooklyn, NY 11201",4.0 star rating,229 reviews,/biz/smashburger-brooklyn-3
Selamat Pagi,$$,Greenpoint,"152 Driggs AveBrooklyn, NY 11222",4.0 star rating,152 reviews,/biz/selamat-pagi-brooklyn
Industry 1332,$$,Bushwick,"1332 Halsey StBrooklyn, NY 11237",4.0 star rating,82 reviews,/biz/industry-1332-brooklyn-4
Hanco’s,$,"Park Slope, South Slope","350 7th AveBrooklyn, NY 11215",4.0 star rating,397 reviews,/biz/hancos-brooklyn-2
Claudine’s,$$,Gowanus,"311 Smith StBrooklyn, NY 11231",4.0 star rating,72 reviews,/biz/claudines-brooklyn-2
Carnem Prime Steakhouse,$$$,Park Slope,"318 5th AveBrooklyn, NY 11215",4.5 star rating,119 reviews,/biz/carnem-prime-steakhouse-brooklyn-3
Mominette,$$,Bushwick,"221 Knickerbocker AveBrooklyn, NY 11237",3.5 star rating,264 reviews,/biz/mominette-brooklyn
Mussels & More,$$,Bay Ridge,"8001 5th AveBrooklyn, NY 11209",3.5 star rating,307 reviews,/biz/mussels-and-more-brooklyn
Bahia Restaurant,$$,East Williamsburg,"690 Grand StBrooklyn, NY 11211",4.0 star rating,144 reviews,/biz/bahia-restaurant-brooklyn-2
Croxley’s Ale House - Brooklyn,$$,Williamsburg - North Side,"63 Grand StBrooklyn, NY 11249",4.0 star rating,154 reviews,/biz/croxleys-ale-house-brooklyn-brooklyn
The Bahche,$$,Gowanus,"191 7th StBrooklyn, NY 11215",4.0 star rating,96 reviews,/biz/the-bahche-brooklyn-4
Lucky Eight,$$,Borough Park,"5204 8th AveBrooklyn, NY 11220",4.0 star rating,144 reviews,/biz/lucky-eight-brooklyn-2
Grand Ferry Tavern,$$,Williamsburg - North Side,"229 Kent AveBrooklyn, NY 11249",4.5 star rating,56 reviews,/biz/grand-ferry-tavern-brooklyn
Alchemy,$$,Park Slope,"56 5th AveBrooklyn, NY 11217",3.5 star rating,354 reviews,/biz/alchemy-brooklyn
Mile End Delicatessen Brooklyn,$$,Boerum Hill,"97A Hoyt StBrooklyn, NY 11217",3.5 star rating,598 reviews,/biz/mile-end-delicatessen-brooklyn-brooklyn
Top Thai,$$,Bay Ridge,"8510 4th AveBrooklyn, NY 11209",4.0 star rating,152 reviews,/biz/top-thai-brooklyn
Acapulco,$,Greenpoint,"1116 Manhattan AveBrooklyn, NY 11222",4.0 star rating,190 reviews,/biz/acapulco-brooklyn-2
Lavender Lake,$$,Gowanus,"383 Carroll StBrooklyn, NY 11231",3.5 star rating,185 reviews,/biz/lavender-lake-brooklyn
Bergen Dean Sandwich Shop,$,Prospect Heights,"64 6th AveBrooklyn, NY 11217",4.5 star rating,81 reviews,/biz/bergen-dean-sandwich-shop-brooklyn
Top Thai,$$,Bay Ridge,"8510 4th AveBrooklyn, NY 11209",4.0 star rating,152 reviews,/biz/top-thai-brooklyn
Acapulco,$,Greenpoint,"1116 Manhattan AveBrooklyn, NY 11222",4.0 star rating,190 reviews,/biz/acapulco-brooklyn-2
Aksaray Turkish Cafe Restaurant,$,Midwood,"1618 E 16th StBrooklyn, NY 11229",4.0 star rating,35 reviews,/biz/aksaray-turkish-cafe-restaurant-brooklyn
The Commodore,$$,Williamsburg - North Side,"366 Metropolitan AveBrooklyn, NY 11211",4.0 star rating,367 reviews,/biz/the-commodore-brooklyn
Oregano,$$,Williamsburg - North Side,"102 Berry StBrooklyn, NY 11249",4.0 star rating,188 reviews,/biz/oregano-brooklyn
Siz-In-Pan,$,"Downtown Brooklyn, Boerum Hill","318 Livingston StBrooklyn, NY 11217",4.0 star rating,76 reviews,/biz/siz-in-pan-brooklyn-2
Alex Luncheonette,$,Bushwick,"685 Knickerbocker AveBrooklyn, NY 11221",4.5 star rating,20 reviews,/biz/alex-luncheonette-brooklyn
Peppa’s Jerk Chicken,$,"Prospect Lefferts Gardens, Flatbush","738 Flatbush AveBrooklyn, NY 11226",4.0 star rating,98 reviews,/biz/peppas-jerk-chicken-brooklyn
No. 7,$$,Fort Greene,"7 Greene AveBrooklyn, NY 11238",3.5 star rating,297 reviews,/biz/no-7-brooklyn
Yemen Cafe & Restaurant,$$,Bay Ridge,"7130 5th AveBrooklyn, NY 11209",4.5 star rating,51 reviews,/biz/yemen-cafe-and-restaurant-brooklyn-2
Indian Spice,$$,"Park Slope, South Slope","351 7th AveBrooklyn, NY 11215",4.5 star rating,45 reviews,/biz/indian-spice-brooklyn
Exquisite Delight,$,Flatbush,"2847 Church AveBrooklyn, NY 11226",4.0 star rating,71 reviews,/biz/exquisite-delight-brooklyn
Llama Inn,$$$,Williamsburg - North Side,"50 Withers St.Brooklyn, NY 11211",4.0 star rating,77 reviews,/biz/llama-inn-brooklyn
La Brasa Peruana,$,Sunset Park,"4618 5th AveBrooklyn, NY 11220",4.0 star rating,47 reviews,/biz/la-brasa-peruana-brooklyn
Jentana Pizza Restaurant,$,Borough Park,"5102 Fort Hamilton PkwyBrooklyn, NY 11219",4.5 star rating,20 reviews,/biz/jentana-pizza-restaurant-brooklyn
Namaste,$$,Park Slope,"195 5th AveBrooklyn, NY 11217",4.0 star rating,62 reviews,/biz/namaste-brooklyn-2
Govinda’s Vegetarian,$,Boerum Hill,"305 Schermerhorn StBrooklyn, NY 11217",4.5 star rating,98 reviews,/biz/govindas-vegetarian-brooklyn
Reben Luncheonette,$,"Williamsburg - South Side, South Williamsburg","229 Havemeyer StBrooklyn, NY 11211",4.5 star rating,19 reviews,/biz/reben-luncheonette-brooklyn
Adelina’s,$$,Greenpoint,"159 Greenpoint AveBrooklyn, NY 11222",4.0 star rating,90 reviews,/biz/adelinas-brooklyn
Le Fond,$$,Greenpoint,"105 Norman AveBrooklyn, NY 11222",4.5 star rating,65 reviews,/biz/le-fond-brooklyn
Colombia In Park Slope,$$,Park Slope,"376 5th AveBrooklyn, NY 11215",4.0 star rating,193 reviews,/biz/colombia-in-park-slope-brooklyn
Randolph Brooklyn,$$,Williamsburg - South Side,"104 S 4th StBrooklyn, NY 11249",4.0 star rating,105 reviews,/biz/randolph-brooklyn-brooklyn
Prospect,$$,"Park Slope, South Slope","545 5th AveBrooklyn, NY 11215",4.0 star rating,90 reviews,/biz/prospect-brooklyn-3
El Nopal Restaurant & Juice Bar,$$,South Slope,"631 5th AvenueBrooklyn, NY 11215",4.5 star rating,15 reviews,/biz/el-nopal-restaurant-and-juice-bar-brooklyn
Taco Santana,$,"Williamsburg - South Side, South Williamsburg","301 Keap StBrooklyn, NY 11211",4.0 star rating,94 reviews,/biz/taco-santana-brooklyn
Bopsot,$$,Prospect Heights,"556 Vanderbilt AveBrooklyn, NY 11238",4.0 star rating,41 reviews,/biz/bopsot-brooklyn
Joeper’s Smokeshack,$$,"Marine Park, Georgetown","2085 Flatbush AveBrooklyn, NY 11234",3.5 star rating,87 reviews,/biz/joepers-smokeshack-brooklyn
Sawasde Thai Cooking,$$,Kensington,"359 McDonald AveBrooklyn, NY 11218",4.0 star rating,37 reviews,/biz/sawasde-thai-cooking-brooklyn
Battista Ristorante,$$,Mill Basin,"4602 Ave NBrooklyn, NY 11234",4.0 star rating,52 reviews,/biz/battista-ristorante-brooklyn
Kinjo,$$,Fort Greene,"1 Greene AveBrooklyn, NY 11238",4.0 star rating,106 reviews,/biz/kinjo-brooklyn
Sai Thai Kitchen,$$,Park Slope,"437 5th AveBrooklyn, NY 11215",4.0 star rating,111 reviews,/biz/sai-thai-kitchen-brooklyn
Graziella’s,$$,Fort Greene,"232 Vanderbilt AveBrooklyn, NY 11205",4.0 star rating,270 reviews,/biz/graziellas-brooklyn-11
Tea & Burger,$,Bensonhurst,"7202 New Utrecht AveBrooklyn, NY 11228",4.0 star rating,89 reviews,/biz/tea-and-burger-brooklyn-2
La Casa Bella,$$,Bath Beach,"2579 Cropsey AveBrooklyn, NY 11214",4.0 star rating,114 reviews,/biz/la-casa-bella-brooklyn
Café Paulette,$$,Fort Greene,"136 Dekalb AveBrooklyn, NY 11217",4.0 star rating,66 reviews,/biz/caf%C3%A9-paulette-brooklyn-2
Ganso,$$,"Downtown Brooklyn, Boerum Hill","25 Bond StBrooklyn, NY 11201",3.5 star rating,471 reviews,/biz/ganso-brooklyn
Favor Taste,$$,"Dyker Heights, Sunset Park, Borough Park","732 61st StBrooklyn, NY 11220",3.5 star rating,319 reviews,/biz/favor-taste-brooklyn-2
Shobu Sushi & Grill,$$,"Fort Hamilton, Bay Ridge","9427 5th AveBrooklyn, NY 11209",4.5 star rating,133 reviews,/biz/shobu-sushi-and-grill-brooklyn
Randazzo’s Clam Bar,$$,Sheepshead Bay,"2017 Emmons AveBrooklyn, NY 11235",3.5 star rating,373 reviews,/biz/randazzos-clam-bar-brooklyn
Shayna’s Restaurant,$,Flatbush,"907 Church AveBrooklyn, NY 11218",4.5 star rating,18 reviews,/biz/shaynas-restaurant-brooklyn
La Palina Restaurant,$$,Bensonhurst,"159 Ave OBrooklyn, NY 11204",4.0 star rating,95 reviews,/biz/la-palina-restaurant-brooklyn
